batch_id,unique_authors,total_contribution,avg_contribution,max_contribution,avg_effort,importance,total_churn,total_files,start_ts,end_ts,commit_count,start_date,end_date,duration_hours
118,2,0.0,0.0,0.0,0.3357,-0.4266,96.0,24,1750966229,1750973817,2,2025-06-26,2025-06-26,2.11
115,1,0.0,0.0,0.0,0.7939,-0.2126,466.0,4,1750991738,1750992768,2,2025-06-27,2025-06-27,0.29
128,1,0.0,0.0,0.0,0.7737,-0.3732,367.0,7,1750864184,1750864930,2,2025-06-25,2025-06-25,0.21
138,1,0.0,0.0,0.0,0.6806,-0.5353,122.0,12,1750692980,1750692980,1,2025-06-23,2025-06-23,0.0
139,2,0.0,0.0,0.0,0.2296,-0.7818,37.0,3,1750686557,1750686770,2,2025-06-23,2025-06-23,0.06
117,2,0.0,0.0,0.0,0.3506,-0.4011,94.0,21,1750980270,1750980523,2,2025-06-26,2025-06-26,0.07
124,3,0.0,0.0,0.0,0.2804,-0.0543,822.0,17,1750886875,1750892072,4,2025-06-25,2025-06-25,1.44
155,2,0.0,0.0,0.0,0.3566,-0.6553,92.0,6,1750367295,1750371665,2,2025-06-19,2025-06-19,1.21
154,1,0.0,0.0,0.0,0.6315,-0.8333,68.0,19,1750375489,1750375489,1,2025-06-19,2025-06-19,0.0
153,1,0.0,0.0,0.0,0.6472,-0.8596,82.0,7,1750376340,1750376340,1,2025-06-19,2025-06-19,0.0
151,1,0.0,0.0,0.0,0.6025,-0.975,48.0,2,1750413463,1750413463,1,2025-06-20,2025-06-20,0.0
150,1,0.0,0.0,0.0,0.703,-0.3894,159.0,5,1750417023,1750417633,2,2025-06-20,2025-06-20,0.17
143,1,0.0,0.0,0.0,0.6197,-0.6398,59.0,2,1750481912,1750481912,1,2025-06-21,2025-06-21,0.0
144,1,0.0,0.0,0.0,0.6315,-0.8333,68.0,19,1750461875,1750461875,1,2025-06-20,2025-06-20,0.0
175,1,0.0,0.0,0.0,0.6631,-0.6572,99.0,22,1749834428,1749834428,1,2025-06-13,2025-06-13,0.0
158,1,0.0,0.0,0.0,0.4756,-1.2341,10.0,3,1750295329,1750295329,1,2025-06-19,2025-06-19,0.0
163,1,0.0,0.0,0.0,0.7499,-0.6774,277.0,2,1750204799,1750204799,1,2025-06-17,2025-06-17,0.0
161,1,0.0,0.0,0.0,0.795,-0.1572,472.0,15,1750228704,1750228704,1,2025-06-18,2025-06-18,0.0
157,1,0.0,0.0,0.0,0.6472,-0.6416,82.0,4,1750310235,1750310235,1,2025-06-19,2025-06-19,0.0
162,1,0.0,0.0,0.0,0.7645,-0.6242,329.0,7,1750205947,1750205947,1,2025-06-18,2025-06-18,0.0
179,1,0.0,0.0,0.0,0.6315,-0.8333,68.0,19,1749770691,1749770691,1,2025-06-12,2025-06-12,0.0
168,2,0.0,0.0,0.0,0.2656,-0.6531,46.0,8,1750134528,1750138452,2,2025-06-17,2025-06-17,1.09
169,2,0.0,0.0,0.0,0.3945,-0.3734,165.0,7,1750123540,1750134494,3,2025-06-17,2025-06-17,3.04
188,1,0.0,0.0,0.0,0.4086,-1.3839,4.0,2,1749578300,1749578300,1,2025-06-10,2025-06-10,0.0
186,1,0.0,0.0,0.0,0.7869,-0.3518,429.0,54,1749623716,1749623716,1,2025-06-11,2025-06-11,0.0
185,1,0.0,0.0,0.0,0.5786,-1.0287,36.0,1,1749627175,1749627175,1,2025-06-11,2025-06-11,0.0
183,2,0.0,0.0,0.0,0.3719,-0.307,155.0,31,1749645839,1749650563,2,2025-06-11,2025-06-11,1.31
